608C,悌,10
6094,悔,9
609F,悟,10
60A0,悠,11
60A3,患,11
60A6,悦,10
60A9,悩,10
60AA,悪,11
60B2,悲,12
60BC,悼,11
60C5,情,11
60C7,惇,11
60D1,惑,12
60DA,惚,11
60DC,惜,11
60DF,惟,11
60E0,惠,12
60E1,惡,12
60E3,惣,12
60E7,惧,11
60E8,惨,11
60F0,惰,12
60F3,想,13
60F9,惹,12
60FA,惺,12
6101,愁,13
6109,愉,12
610F,意,13
611A,愚,13
611B,愛,13
611F,感,13
613C,愼,13
6144,慄,13
6148,慈,13
614B,態,14
614C,慌,12
614E,慎,13
6155,慕,14
6162,慢,14
6163,慣,14
6167,慧,15
6168,慨,12
616E,慮,15
6170,慰,15
6176,慶,15
6182,憂,15
618E,憎,14
6190,憐,15
61A4,憤,15
61A7,憧,15
61A9,憩,16
61AC,憬,15
61B2,憲,16
61B6,憶,16
61BE,憾,16
61C7,懇,17
61C9,應,17
61D0,懐,16
61F2,懲,18
61F7,懷,19
61F8,懸,20
620A,戊,5
6210,成,6
6211,我,7
6212,戒,7
6216,或,8
621A,戚,11
621F,戟,12
6226,戦,13
622F,戯,15
6230,戰,16
6232,戲,17
6234,戴,17
6238,戸,4
623B,戻,7
623F,房,8
6240,所,8
6247,扇,10
6249,扉,12
624B,手,4
624D,才,3
6253,打,5
6255,払,5
6258,托,6
6271,扱,6
6276,扶,7
6279,批,7
627F,承,8
6280,技,7
6284,抄,7
628A,把,7
6291,抑,7
6295,投,7
6297,抗,7
6298,折,7
629C,抜,7
629E,択,7
62AB,披,8
62B1,抱,8
62B5,抵,8
62B9,抹,8
62BC,押,8
62BD,抽,8
62C2,拂,8
62C5,担,8
62C9,拉,8
62CD,拍,8
62D0,拐,8
62D2,拒,8
62D3,拓,8
62D4,拔,8
62D8,拘,8
62D9,拙,8
62DB,招,8
62DC,拜,9
62DD,拝,8
62E0,拠,8
62E1,拡,8
62EC,括,9
62ED,拭,9
62F3,拳,10
62F6,拶,9
62F7,拷,9
62FE,拾,9
6301,持,9
6307,指,9
6309,按,9
6311,挑,9
6319,挙,10
631F,挟,9
6328,挨,10
632B,挫,10
632F,振,10
633A,挺,10
633D,挽,10
633F,挿,10
6349,捉,10
6355,捕,10
6357,捗,10
635C,捜,10
6367,捧,11
6368,捨,11
636E,据,11
6372,捲,11
6377,捷,11
637A,捺,11
637B,捻,11
6383,掃,11
6388,授,11
638C,掌,12
6392,排,11
6398,掘,11
639B,掛,11
63A0,掠,11
63A1,採,11
63A2,探,11
63A5,接,11
63A7,控,11
63A8,推,11
63AA,措,11
63AC,掬,11
63B2,掲,11
63C3,揃,12
63CF,描,11
63D0,提,12
63DA,揚,12
63DB,換,12
63E1,握,12
63ED,揭,12
63EE,揮,12
63F4,援,12
63FA,揺,12
640D,損,13
6416,搖,13
641C,搜,12
642C,搬,13
642D,搭,12
643A,携,13
643E,搾,13
6442,摂,13
6451,摑,14
6458,摘,14
6469,摩,15
646F,摯,15
647A,摺,14
6483,撃,15
6492,撒,15
649E,撞,15
64A4,撤,14
64AB,撫,15
64AD,播,15
64AE,撮,15
64B0,撰,15
64B2,撲,15
64C1,擁,16
64CA,擊,17
64CD,操,16
64E2,擢,17
64E6,擦,17
64EC,擬,17
651D,攝,21
652F,支,4
6536,收,6
6539,改,7
653B,攻,7
653E,放,8
653F,政,9
6545,故,9
654D,敍,11
654F,敏,10
6551,救,11
6557,敗,11
6559,教,11
6562,敢,11
6563,散,12
6566,敦,12
656C,敬,12
6570,数,13
6574,整,16
6575,敵,15
6577,敷,15
6587,文,4
6589,斉,8
658E,斎,11
6590,斐,12
6591,斑,12
6597,斗,4
6599,料,10
659C,斜,11
65A1,斡,14
65A4,斤,4
65A5,斥,5
65A7,斧,8
65AC,斬,11
65AD,断,11
65AF,斯,12
65B0,新,13
65B9,方,4
65BC,於,8
65BD,施,9
65C5,旅,10
65CB,旋,11
65CF,族,11
65D7,旗,14
65E2,既,9
65E5,日,4
65E6,旦,5
65E7,旧,5
65E8,旨,6
65E9,早,6
65EC,旬,6
65ED,旭,6
65FA,旺,8
6602,昂,8
6606,昆,8
6607,昇,8
660A,昊,8
660C,昌,8
660E,明,8
660F,昏,8
6613,易,8
6614,昔,8
661F,星,9
6620,映,9
6625,春,9
6627,昧,9
6628,昨,9
662D,昭,9
662F,是,9
6634,昴,9
663C,昼,9
6642,時,10
6643,晃,10
6644,晄,10
664B,晋,10
664F,晏,10
6652,晒,10
665A,晚,11
665D,晝,11
665F,晟,10
6666,晦,10
6668,晨,11
6669,晩,11
666E,普,12
666F,景,12
6674,晴,12
6676,晶,12
667A,智,12
6681,暁,12
6687,暇,13
6689,暉,13
6691,暑,12
6696,暖,13
6697,暗,13
66A2,暢,14
66A6,暦,14
66AB,暫,15
66AE,暮,14
66B4,暴,15
66C6,曆,16
66C7,曇,16
66C9,曉,16
66D6,曖,17
66D9,曙,17
66DC,曜,18
66DD,曝,19
66F2,曲,6
66F3,曳,6
66F4,更,7
66F8,書,10
66F9,曹,11
66FD,曽,11
66FE,曾,12
66FF,替,12
6700,最,12
6708,月,4
6709,有,6
670B,朋,8
670D,服,8
6714,朔,10
6715,朕,10
6717,朗,10
671B,望,11
671D,朝,12
671F,期,12
6728,木,4
672A,未,5
672B,末,5
672C,本,5
672D,札,5
6731,朱,6
6734,朴,6
673A,机,6
673D,朽,6
6749,杉,7
674E,李,7
674F,杏,7
6750,材,7
6751,村,7
6756,杖,7
675C,杜,7
675F,束,7
6761,条,7
6765,来,7
676D,杭,8
676F,杯,8
6771,東,8
6775,杵,8
6777,杷,8
677E,松,8
677F,板,8
6787,枇,8
6790,析,8
6795,枕,8
6797,林,8
679A,枚,8
679C,果,8
679D,枝,8
67A0,枠,8
67A2,枢,8
67AF,枯,9
67B6,架,9
67C4,柄,9
67CA,柊,9
67CF,柏,9
67D0,某,9
67D1,柑,9
67D3,染,9
67D4,柔,9
67D8,柘,9
67DA,柚,9
67F1,柱,9
67F3,柳,9
67F4,柴,9
67F5,柵,9
67FB,査,9
67FE,柾,9
67FF,柿,9
6803,栃,9
6804,栄,9
6813,栓,10
6816,栖,10
6817,栗,10
681E,栞,10
6821,校,10
682A,株,10
6838,核,10
6839,根,10
683C,格,10
683D,栽,10
6841,桁,10
6842,桂,10
6843,桃,10
6848,案,10
6850,桐,10
6851,桑,10
6854,桔,10
685C,桜,10
685F,桟,10
6867,桧,10
6876,桶,11
